freq,psd_x,psd_y,psd_z,psd_xyz
128.8,1.777e+02,5.166e+02,1.690e+03,2.384e+03
130.3,1.651e+02,3.525e+02,1.208e+03,1.726e+03
131.9,1.799e+02,3.675e+02,1.136e+03,1.684e+03
133.4,2.229e+02,4.259e+02,1.137e+03,1.785e+03
134.9,2.039e+02,4.554e+02,9.424e+02,1.602e+03
136.5,1.446e+02,4.077e+02,6.074e+02,1.160e+03
138.0,1.013e+02,3.561e+02,3.479e+02,8.054e+02
139.5,1.017e+02,3.684e+02,3.098e+02,7.800e+02
141.1,7.824e+01,3.351e+02,2.344e+02,6.478e+02
142.6,6.873e+01,2.925e+02,1.768e+02,5.381e+02
144.1,5.678e+01,2.919e+02,1.650e+02,5.137e+02
145.7,4.598e+01,2.568e+02,1.167e+02,4.195e+02
147.2,4.378e+01,2.320e+02,8.873e+01,3.645e+02
148.7,3.712e+01,2.030e+02,8.581e+01,3.260e+02
150.3,3.465e+01,2.032e+02,8.084e+01,3.187e+02
151.8,3.886e+01,2.086e+02,8.426e+01,3.318e+02
153.3,4.390e+01,1.348e+02,8.396e+01,2.627e+02
154.9,4.895e+01,1.092e+02,9.889e+01,2.570e+02
156.4,6.878e+01,1.039e+02,1.416e+02,3.142e+02
157.9,9.081e+01,1.024e+02,2.058e+02,3.990e+02
159.5,1.409e+02,1.015e+02,2.805e+02,5.229e+02
161.0,2.302e+02,1.182e+02,4.844e+02,8.328e+02
162.5,2.319e+02,1.222e+02,5.335e+02,8.876e+02
164.1,2.067e+02,1.045e+02,6.574e+02,9.687e+02
165.6,2.202e+02,1.267e+02,8.995e+02,1.246e+03
167.1,2.474e+02,1.606e+02,8.828e+02,1.291e+03
168.7,2.201e+02,2.048e+02,8.040e+02,1.229e+03
170.2,2.055e+02,2.005e+02,8.388e+02,1.245e+03
171.8,2.030e+02,1.844e+02,7.913e+02,1.179e+03
173.3,2.879e+02,1.823e+02,8.257e+02,1.296e+03
174.8,3.119e+02,1.638e+02,8.248e+02,1.300e+03
176.4,4.306e+02,1.613e+02,7.917e+02,1.383e+03
177.9,4.500e+02,1.425e+02,6.543e+02,1.247e+03
179.4,5.070e+02,1.525e+02,6.525e+02,1.312e+03
