freq,psd_x,psd_y,psd_z,psd_xyz
69.2,2.754e+02,4.842e+04,4.045e+04,8.914e+04
70.7,1.406e+02,5.064e+04,5.298e+04,1.038e+05
72.3,4.552e+01,3.649e+04,5.232e+04,8.886e+04
73.8,4.589e+01,2.354e+04,4.951e+04,7.309e+04
75.4,6.845e+01,1.568e+04,5.412e+04,6.987e+04
76.9,1.168e+02,1.092e+04,6.598e+04,7.701e+04
78.4,1.957e+02,7.730e+03,7.807e+04,8.599e+04
80.0,2.619e+02,5.847e+03,8.991e+04,9.602e+04
81.5,3.119e+02,5.187e+03,1.034e+05,1.089e+05
83.1,4.417e+02,5.781e+03,1.159e+05,1.221e+05
84.6,7.583e+02,7.528e+03,1.216e+05,1.299e+05
86.1,9.909e+02,8.831e+03,1.086e+05,1.184e+05
87.7,7.449e+02,8.312e+03,8.002e+04,8.908e+04
89.2,6.302e+02,7.034e+03,5.218e+04,5.984e+04
90.7,9.775e+02,6.524e+03,3.471e+04,4.221e+04
92.3,1.376e+03,7.133e+03,2.604e+04,3.455e+04
93.8,1.497e+03,7.809e+03,2.132e+04,3.062e+04
95.4,1.483e+03,7.939e+03,1.774e+04,2.716e+04
96.9,1.450e+03,7.962e+03,1.482e+04,2.423e+04
98.4,1.445e+03,8.038e+03,1.278e+04,2.227e+04
100.0,1.458e+03,7.902e+03,1.130e+04,2.066e+04
101.5,1.501e+03,7.412e+03,9.793e+03,1.871e+04
103.0,1.494e+03,6.657e+03,7.379e+03,1.553e+04
104.6,1.164e+03,5.843e+03,5.272e+03,1.228e+04
106.1,4.750e+02,5.294e+03,4.991e+03,1.076e+04
107.7,1.025e+02,4.757e+03,5.053e+03,9.913e+03
109.2,5.587e+01,4.224e+03,4.510e+03,8.790e+03
110.7,6.462e+01,3.733e+03,3.917e+03,7.714e+03
112.3,7.861e+01,3.336e+03,3.411e+03,6.825e+03
113.8,9.966e+01,2.994e+03,2.891e+03,5.984e+03
115.3,1.206e+02,2.655e+03,2.337e+03,5.112e+03
116.9,1.247e+02,2.257e+03,1.778e+03,4.159e+03
118.4,1.053e+02,1.889e+03,1.450e+03,3.444e+03
120.0,7.770e+01,1.567e+03,1.194e+03,2.839e+03
121.5,5.554e+01,1.227e+03,9.502e+02,2.233e+03
123.0,2.792e+01,1.095e+03,8.383e+02,1.962e+03
124.6,2.012e+01,1.045e+03,7.637e+02,1.829e+03
126.1,1.837e+01,1.001e+03,6.969e+02,1.716e+03
127.7,1.864e+01,9.498e+02,6.515e+02,1.620e+03
129.2,2.281e+01,9.016e+02,5.898e+02,1.514e+03
130.7,3.108e+01,8.643e+02,6.900e+02,1.585e+03
132.3,2.933e+01,8.623e+02,8.442e+02,1.736e+03
133.8,1.631e+01,8.510e+02,5.677e+02,1.435e+03
135.3,1.789e+01,8.390e+02,4.823e+02,1.339e+03
136.9,3.064e+01,8.544e+02,5.326e+02,1.418e+03
138.4,4.688e+01,9.125e+02,6.824e+02,1.642e+03
140.0,6.110e+01,1.002e+03,7.482e+02,1.811e+03
141.5,6.175e+01,1.057e+03,6.913e+02,1.810e+03
143.0,6.027e+01,1.110e+03,5.913e+02,1.761e+03
144.6,6.530e+01,1.089e+03,5.027e+02,1.657e+03
146.1,7.137e+01,1.048e+03,3.934e+02,1.512e+03
147.6,7.591e+01,9.689e+02,3.422e+02,1.387e+03
149.2,6.089e+01,6.840e+02,2.699e+02,1.015e+03
150.7,3.267e+01,2.482e+02,1.782e+02,4.591e+02
152.3,3.158e+01,1.544e+02,1.536e+02,3.396e+02
153.8,4.160e+01,1.292e+02,1.438e+02,3.146e+02
155.3,5.856e+01,1.138e+02,1.468e+02,3.192e+02
156.9,7.667e+01,1.122e+02,1.895e+02,3.783e+02
158.4,1.073e+02,1.108e+02,1.989e+02,4.170e+02
160.0,1.739e+02,1.045e+02,2.053e+02,4.837e+02
161.5,2.633e+02,1.019e+02,2.141e+02,5.794e+02
163.0,2.899e+02,1.289e+02,2.069e+02,6.257e+02
164.6,2.272e+02,1.639e+02,1.792e+02,5.703e+02
166.1,1.552e+02,1.733e+02,1.630e+02,4.915e+02
167.6,1.607e+02,1.757e+02,1.536e+02,4.900e+02
169.2,2.017e+02,1.655e+02,1.377e+02,5.048e+02
170.7,2.459e+02,1.437e+02,1.197e+02,5.093e+02
172.3,2.866e+02,1.333e+02,1.075e+02,5.274e+02
173.8,2.569e+02,1.392e+02,9.372e+01,4.898e+02
175.3,1.399e+02,1.486e+02,7.599e+01,3.644e+02
176.9,4.730e+01,1.364e+02,5.471e+01,2.384e+02
178.4,5.232e+01,1.280e+02,4.820e+01,2.285e+02
179.9,4.522e+01,1.316e+02,4.794e+01,2.248e+02
181.5,2.639e+01,1.148e+02,4.951e+01,1.907e+02
183.0,2.145e+01,7.661e+01,4.526e+01,1.433e+02
184.6,2.415e+01,5.876e+01,4.210e+01,1.250e+02
186.1,2.988e+01,6.002e+01,4.093e+01,1.308e+02
187.6,3.447e+01,5.780e+01,3.529e+01,1.276e+02
189.2,2.958e+01,5.550e+01,3.436e+01,1.194e+02
190.7,2.009e+01,5.459e+01,3.544e+01,1.101e+02
192.2,1.545e+01,5.393e+01,3.442e+01,1.038e+02
193.8,1.385e+01,5.661e+01,3.434e+01,1.048e+02
195.3,1.362e+01,6.286e+01,3.604e+01,1.125e+02
196.9,1.424e+01,6.621e+01,3.500e+01,1.155e+02
198.4,1.498e+01,6.189e+01,3.563e+01,1.125e+02
199.9,1.601e+01,6.051e+01,3.337e+01,1.099e+02
201.5,1.392e+01,6.092e+01,3.424e+01,1.091e+02
203.0,1.489e+01,7.953e+01,3.460e+01,1.290e+02
204.6,1.413e+01,7.375e+01,3.474e+01,1.226e+02
206.1,1.458e+01,5.844e+01,3.269e+01,1.057e+02
207.6,1.474e+01,5.944e+01,3.713e+01,1.113e+02
209.2,1.395e+01,6.482e+01,3.671e+01,1.155e+02
210.7,1.269e+01,6.648e+01,3.375e+01,1.129e+02
212.2,1.250e+01,7.126e+01,3.524e+01,1.190e+02
213.8,1.204e+01,7.499e+01,3.442e+01,1.215e+02
215.3,1.121e+01,7.708e+01,3.575e+01,1.240e+02
216.9,1.079e+01,8.224e+01,3.582e+01,1.289e+02
218.4,1.115e+01,8.621e+01,3.791e+01,1.353e+02
219.9,1.146e+01,9.988e+01,4.919e+01,1.605e+02
221.5,1.092e+01,1.191e+02,5.250e+01,1.825e+02
223.0,1.164e+01,1.412e+02,5.885e+01,2.117e+02
224.5,1.281e+01,1.513e+02,6.239e+01,2.265e+02
