freq,psd_x,psd_y,psd_z,psd_xyz
147.5,1.517e+03,3.281e+03,2.771e+03,7.569e+03
149.0,2.223e+03,3.596e+03,3.468e+03,9.287e+03
150.5,2.948e+03,4.312e+03,4.170e+03,1.143e+04
152.0,2.681e+03,5.169e+03,3.617e+03,1.147e+04
153.5,1.751e+03,6.396e+03,2.935e+03,1.108e+04
155.0,2.040e+03,9.741e+03,2.859e+03,1.464e+04
156.5,5.042e+03,1.879e+04,3.586e+03,2.742e+04
158.0,6.634e+03,2.228e+04,3.927e+03,3.284e+04
159.5,5.486e+03,1.367e+04,3.806e+03,2.297e+04
161.0,6.238e+03,1.389e+04,4.902e+03,2.503e+04
162.5,5.636e+03,1.526e+04,5.394e+03,2.629e+04
163.9,5.248e+03,1.559e+04,5.681e+03,2.652e+04
165.4,5.312e+03,1.645e+04,6.216e+03,2.798e+04
166.9,4.926e+03,2.229e+04,6.702e+03,3.391e+04
168.4,3.795e+03,3.104e+04,6.049e+03,4.089e+04
169.9,3.715e+03,3.760e+04,7.401e+03,4.871e+04
171.4,4.424e+03,4.634e+04,8.490e+03,5.926e+04
172.9,3.985e+03,6.717e+04,9.928e+03,8.108e+04
174.4,2.925e+03,9.376e+04,1.283e+04,1.095e+05
175.9,3.804e+03,1.126e+05,1.360e+04,1.301e+05
177.4,2.940e+03,1.233e+05,1.378e+04,1.400e+05
178.8,3.157e+03,1.425e+05,1.413e+04,1.598e+05
180.3,4.335e+03,1.624e+05,1.456e+04,1.813e+05
181.8,5.036e+03,1.825e+05,1.531e+04,2.029e+05
183.3,5.571e+03,1.950e+05,1.609e+04,2.166e+05
184.8,7.107e+03,1.946e+05,1.635e+04,2.180e+05
186.3,9.137e+03,1.591e+05,1.476e+04,1.830e+05
187.8,7.888e+03,1.233e+05,1.134e+04,1.425e+05
189.3,7.989e+03,1.092e+05,9.360e+03,1.266e+05
190.8,1.038e+04,9.995e+04,8.717e+03,1.190e+05
192.3,1.346e+04,9.558e+04,9.075e+03,1.181e+05
193.7,1.431e+04,8.847e+04,9.388e+03,1.122e+05
195.2,1.176e+04,7.363e+04,8.403e+03,9.379e+04
196.7,1.017e+04,6.050e+04,8.290e+03,7.896e+04
198.2,1.006e+04,5.108e+04,8.943e+03,7.009e+04
199.7,8.968e+03,4.422e+04,9.068e+03,6.226e+04
