freq,psd_x,psd_y,psd_z,psd_xyz
55.5,1.423e+05,9.881e+06,1.275e+04,1.004e+07
57.0,9.820e+04,7.667e+06,5.940e+03,7.771e+06
58.6,4.703e+04,6.207e+06,2.087e+03,6.256e+06
60.1,2.716e+04,5.365e+06,7.622e+03,5.399e+06
61.6,2.231e+04,4.739e+06,1.949e+04,4.781e+06
63.1,2.343e+04,4.212e+06,2.726e+04,4.263e+06
64.6,2.537e+04,3.759e+06,3.433e+04,3.819e+06
66.1,2.654e+04,3.284e+06,4.836e+04,3.359e+06
67.6,2.209e+04,2.741e+06,5.759e+04,2.821e+06
69.1,1.496e+04,2.365e+06,6.750e+04,2.447e+06
70.6,1.031e+04,2.174e+06,8.271e+04,2.267e+06
72.1,1.075e+04,2.036e+06,1.007e+05,2.148e+06
73.6,1.625e+04,1.937e+06,1.209e+05,2.074e+06
75.1,1.685e+04,1.900e+06,1.413e+05,2.059e+06
76.6,1.347e+04,1.873e+06,1.560e+05,2.042e+06
78.1,1.034e+04,1.846e+06,1.752e+05,2.032e+06
79.6,5.530e+03,1.838e+06,2.101e+05,2.054e+06
81.1,1.895e+03,1.841e+06,2.653e+05,2.108e+06
82.6,1.318e+03,1.874e+06,3.648e+05,2.240e+06
84.1,2.047e+03,2.071e+06,5.671e+05,2.640e+06
85.6,2.918e+03,2.401e+06,9.333e+05,3.337e+06
87.1,7.557e+03,2.782e+06,1.513e+06,4.303e+06
88.6,1.315e+04,3.181e+06,2.513e+06,5.708e+06
90.1,1.857e+04,3.026e+06,3.342e+06,6.386e+06
91.6,2.026e+04,2.299e+06,3.351e+06,5.670e+06
93.1,2.009e+04,1.554e+06,2.879e+06,4.453e+06
94.6,1.900e+04,9.825e+05,2.327e+06,3.329e+06
96.1,1.786e+04,5.687e+05,1.784e+06,2.371e+06
97.6,1.780e+04,3.312e+05,1.335e+06,1.684e+06
99.1,1.496e+04,1.892e+05,8.335e+05,1.038e+06
100.6,5.099e+03,6.478e+04,1.774e+05,2.472e+05
102.1,1.961e+03,3.231e+04,2.105e+04,5.532e+04
103.6,2.580e+03,2.714e+04,1.553e+04,4.524e+04
105.1,3.089e+03,2.402e+04,1.341e+04,4.052e+04
106.6,3.224e+03,2.063e+04,1.138e+04,3.523e+04
108.1,3.395e+03,1.820e+04,8.912e+03,3.051e+04
109.6,3.907e+03,1.682e+04,6.508e+03,2.724e+04
111.1,4.356e+03,1.610e+04,4.632e+03,2.508e+04
112.6,4.874e+03,1.594e+04,3.682e+03,2.450e+04
114.1,4.749e+03,1.470e+04,3.218e+03,2.267e+04
115.6,3.534e+03,1.171e+04,2.938e+03,1.818e+04
117.1,2.423e+03,9.712e+03,2.824e+03,1.496e+04
118.6,1.855e+03,9.265e+03,2.782e+03,1.390e+04
120.1,1.335e+03,8.626e+03,2.637e+03,1.260e+04
121.6,1.257e+03,8.301e+03,2.382e+03,1.194e+04
123.1,1.537e+03,8.379e+03,2.177e+03,1.209e+04
124.6,2.944e+03,8.791e+03,2.044e+03,1.378e+04
126.1,4.156e+03,8.558e+03,1.839e+03,1.455e+04
127.6,2.989e+03,7.370e+03,1.691e+03,1.205e+04
129.1,2.654e+03,7.001e+03,1.691e+03,1.135e+04
130.6,2.496e+03,6.953e+03,2.420e+03,1.187e+04
132.1,2.491e+03,7.885e+03,3.271e+03,1.365e+04
133.6,2.806e+03,7.778e+03,4.148e+03,1.473e+04
135.1,3.777e+03,6.040e+03,5.889e+03,1.571e+04
136.6,6.286e+03,4.036e+03,9.130e+03,1.945e+04
138.1,9.236e+03,2.392e+03,1.275e+04,2.438e+04
139.6,1.095e+04,1.780e+03,1.422e+04,2.695e+04
141.1,1.321e+04,2.060e+03,1.513e+04,3.040e+04
142.6,1.771e+04,3.128e+03,2.024e+04,4.107e+04
144.1,1.837e+04,5.657e+03,2.023e+04,4.425e+04
145.6,1.800e+04,8.432e+03,1.680e+04,4.322e+04
147.1,1.716e+04,1.017e+04,1.381e+04,4.113e+04
148.6,1.721e+04,1.200e+04,1.227e+04,4.147e+04
150.1,1.761e+04,1.393e+04,1.157e+04,4.311e+04
151.6,1.278e+04,1.304e+04,1.100e+04,3.682e+04
153.1,9.254e+03,1.062e+04,1.210e+04,3.197e+04
154.6,7.218e+03,8.126e+03,1.378e+04,2.913e+04
156.1,6.058e+03,7.197e+03,1.599e+04,2.925e+04
157.6,5.626e+03,7.354e+03,1.758e+04,3.056e+04
159.1,6.002e+03,7.324e+03,1.739e+04,3.072e+04
160.6,5.562e+03,6.548e+03,1.533e+04,2.744e+04
162.1,4.826e+03,5.826e+03,1.301e+04,2.366e+04
163.6,4.738e+03,6.707e+03,1.138e+04,2.283e+04
165.1,5.204e+03,8.358e+03,9.854e+03,2.342e+04
166.6,5.083e+03,1.028e+04,8.334e+03,2.370e+04
168.1,5.097e+03,1.296e+04,7.379e+03,2.544e+04
169.6,5.258e+03,1.527e+04,6.878e+03,2.741e+04
171.1,6.049e+03,1.954e+04,7.493e+03,3.308e+04
172.6,8.238e+03,3.040e+04,1.005e+04,4.869e+04
174.1,1.048e+04,3.790e+04,1.125e+04,5.963e+04
175.7,1.310e+04,3.905e+04,1.043e+04,6.258e+04
177.2,1.692e+04,4.260e+04,9.695e+03,6.922e+04
178.7,2.056e+04,4.626e+04,9.673e+03,7.650e+04
180.2,2.324e+04,4.996e+04,9.856e+03,8.305e+04
181.7,2.465e+04,5.478e+04,1.032e+04,8.976e+04
183.2,2.566e+04,5.942e+04,1.150e+04,9.658e+04
184.7,2.656e+04,6.448e+04,1.321e+04,1.043e+05
186.2,2.600e+04,6.951e+04,1.503e+04,1.105e+05
187.7,2.346e+04,7.645e+04,1.707e+04,1.170e+05
189.2,2.150e+04,8.437e+04,1.883e+04,1.247e+05
190.7,2.025e+04,8.716e+04,1.996e+04,1.274e+05
192.2,1.889e+04,8.278e+04,1.991e+04,1.216e+05
193.7,1.799e+04,7.683e+04,2.008e+04,1.149e+05
195.2,1.803e+04,7.293e+04,1.934e+04,1.103e+05
196.7,1.805e+04,6.672e+04,1.806e+04,1.028e+05
198.2,1.984e+04,6.411e+04,1.727e+04,1.012e+05
199.7,2.089e+04,5.732e+04,1.775e+04,9.595e+04
