freq,psd_x,psd_y,psd_z,psd_xyz
69.0,2.757e+05,6.631e+03,7.803e+03,2.901e+05
70.5,4.203e+05,1.763e+04,5.163e+03,4.431e+05
72.0,4.354e+05,1.670e+04,5.086e+03,4.572e+05
73.6,3.704e+05,1.094e+04,6.447e+03,3.878e+05
75.1,3.309e+05,6.489e+03,6.667e+03,3.441e+05
76.6,2.966e+05,6.559e+03,5.501e+03,3.087e+05
78.2,2.774e+05,8.271e+03,4.437e+03,2.901e+05
79.7,2.559e+05,9.903e+03,3.465e+03,2.693e+05
81.2,2.435e+05,1.209e+04,2.767e+03,2.584e+05
82.8,2.281e+05,1.412e+04,2.224e+03,2.445e+05
84.3,2.216e+05,1.699e+04,1.800e+03,2.404e+05
85.8,2.165e+05,2.047e+04,1.683e+03,2.387e+05
87.4,2.047e+05,2.243e+04,2.055e+03,2.292e+05
88.9,2.022e+05,2.216e+04,2.734e+03,2.271e+05
90.4,2.031e+05,2.171e+04,2.748e+03,2.275e+05
92.0,2.033e+05,2.373e+04,2.521e+03,2.296e+05
93.5,2.033e+05,2.657e+04,2.318e+03,2.321e+05
95.0,2.140e+05,3.101e+04,2.463e+03,2.475e+05
96.6,2.293e+05,3.632e+04,3.281e+03,2.689e+05
98.1,2.270e+05,3.859e+04,5.004e+03,2.706e+05
99.6,2.199e+05,3.673e+04,6.956e+03,2.636e+05
101.2,2.114e+05,3.241e+04,8.058e+03,2.519e+05
102.7,2.063e+05,3.140e+04,7.353e+03,2.451e+05
104.2,2.068e+05,3.584e+04,6.303e+03,2.489e+05
105.8,2.039e+05,4.236e+04,5.235e+03,2.515e+05
107.3,2.100e+05,5.418e+04,4.299e+03,2.685e+05
108.8,2.247e+05,7.047e+04,3.777e+03,2.989e+05
110.4,2.342e+05,9.013e+04,3.085e+03,3.274e+05
111.9,2.396e+05,1.128e+05,2.520e+03,3.549e+05
113.4,2.332e+05,1.327e+05,1.959e+03,3.679e+05
115.0,2.323e+05,1.663e+05,1.419e+03,4.000e+05
116.5,2.307e+05,2.028e+05,1.071e+03,4.346e+05
118.0,2.086e+05,2.310e+05,8.613e+02,4.404e+05
119.6,1.166e+05,1.558e+05,5.570e+02,2.730e+05
121.1,2.988e+04,4.225e+04,2.117e+02,7.235e+04
122.6,2.022e+04,3.379e+04,1.879e+02,5.420e+04
124.2,1.926e+04,3.671e+04,2.411e+02,5.622e+04
125.7,1.848e+04,3.942e+04,3.493e+02,5.826e+04
127.2,1.396e+04,3.092e+04,3.392e+02,4.522e+04
128.8,1.098e+04,3.133e+04,3.292e+02,4.264e+04
130.3,1.044e+04,3.318e+04,3.267e+02,4.395e+04
131.8,9.600e+03,3.433e+04,3.696e+02,4.430e+04
133.3,9.049e+03,3.628e+04,5.306e+02,4.586e+04
134.9,1.033e+04,4.058e+04,7.331e+02,5.164e+04
136.4,1.107e+04,4.762e+04,9.903e+02,5.968e+04
137.9,1.369e+04,5.567e+04,1.153e+03,7.051e+04
139.5,2.266e+04,7.617e+04,1.355e+03,1.002e+05
141.0,3.834e+04,1.247e+05,2.729e+03,1.657e+05
142.5,5.870e+04,1.919e+05,5.985e+03,2.566e+05
144.1,8.627e+04,2.269e+05,7.640e+03,3.208e+05
145.6,1.074e+05,2.001e+05,8.081e+03,3.156e+05
147.1,9.926e+04,1.799e+05,9.440e+03,2.886e+05
148.7,1.512e+05,1.668e+05,9.426e+03,3.274e+05
150.2,1.711e+05,1.545e+05,9.818e+03,3.354e+05
151.7,1.774e+05,1.278e+05,9.619e+03,3.148e+05
153.3,2.310e+05,1.222e+05,9.726e+03,3.629e+05
154.8,1.799e+05,8.656e+04,8.108e+03,2.746e+05
156.3,2.423e+05,7.196e+04,6.923e+03,3.212e+05
157.9,2.218e+05,5.943e+04,6.741e+03,2.880e+05
159.4,2.096e+05,3.775e+04,4.684e+03,2.520e+05
160.9,2.060e+05,2.795e+04,3.786e+03,2.378e+05
162.5,1.523e+05,1.674e+04,2.637e+03,1.717e+05
164.0,1.597e+05,1.262e+04,2.120e+03,1.744e+05
165.5,1.217e+05,9.135e+03,1.779e+03,1.326e+05
167.1,1.119e+05,5.395e+03,1.149e+03,1.184e+05
168.6,8.743e+04,3.212e+03,8.096e+02,9.145e+04
170.1,6.988e+04,2.561e+03,6.097e+02,7.305e+04
171.7,5.324e+04,2.456e+03,5.192e+02,5.622e+04
173.2,3.869e+04,1.956e+03,4.396e+02,4.109e+04
174.7,3.198e+04,1.764e+03,3.672e+02,3.411e+04
176.3,2.629e+04,1.430e+03,3.223e+02,2.804e+04
177.8,2.214e+04,1.425e+03,3.066e+02,2.387e+04
179.3,1.686e+04,1.157e+03,2.792e+02,1.830e+04
